GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyear,tic,conm,adrr,pddur,upd,at,capx,ceq,csho,gdwl,oiadp,sale,cik,fic,sich,prcc_f
013828,P,01,LC,11656,9478,19870902,20080814,19910930,1991,CADA.,CAM COMM SOLUTIONS INC,,12,3,1.6050,0.0510,1.0170,1.1320,0.0000,-0.1600,5.3180,0000819334,USA,7373,1.0000
013830,P,01,LU,11677,9500,19870911,19990120,19900531,1989,PIFI.,PIEMONTE FOODS INC,,12,3,8.5310,0.8050,4.1490,1.1980,0.8640,0.5650,22.5910,0000813765,USA,2050,2.0000
013830,P,01,LU,11677,9500,19870911,19990120,19910531,1990,PIFI.,PIEMONTE FOODS INC,,12,3,8.5180,0.5640,4.5920,1.1980,0.8380,0.9840,22.9640,0000813765,USA,2050,1.1250
013838,P,01,LU,11670,9492,19870904,19930730,19900731,1990,GLTX.1,GOLDTEX INC,,12,3,17.5270,1.4030,9.3480,2.2950,0.0000,-0.2920,21.6990,0000819676,USA,2200,2.7500
013838,P,01,LU,11670,9492,19870904,19930730,19910731,1991,GLTX.1,GOLDTEX INC,,12,3,18.5150,1.3880,10.6070,2.2950,0.0000,2.3900,27.8310,0000819676,USA,2200,5.1250
013839,P,01,LU,11707,9526,19870922,20191231,19901231,1990,CBM,CAMBREX CORP,,12,3,110.1490,6.2900,69.2040,4.6430,,5.8060,133.6280,0000820081,USA,2860,4.3750
013839,P,01,LU,11707,9526,19870922,20191231,19911231,1991,CBM,CAMBREX CORP,,12,3,111.6030,7.0490,68.7170,4.6950,,0.3030,144.5000,0000820081,USA,2860,8.7500
013840,P,01,LC,11630,9451,19870930,20010323,19901231,1990,WWCO,WIRELESS WEBCONNECT INC,,12,3,123.6410,1.7020,57.1150,6.6650,,11.5440,207.2660,0000818674,USA,4899,9.5000
013840,P,01,LC,11630,9451,19870930,20010323,19911231,1991,WWCO,WIRELESS WEBCONNECT INC,,12,3,126.5230,2.3490,52.8100,6.7170,,2.6740,220.0160,0000818674,USA,4899,5.1250
013842,C,01,LU,11665,9485,19870903,20040121,19901231,1990,FTUSQ,FACTORY 2-U STORES INC,,12,3,4.2460,0.0000,0.5050,9.9300,0.0000,0.3800,1.2870,0000813775,USA,8741,
013842,C,01,LU,11665,9485,19870903,20040121,19911231,1991,FTUSQ,FACTORY 2-U STORES INC,,12,3,2.4830,0.0000,0.2110,10.1500,0.0000,0.5260,1.3920,0000813775,USA,8741,1.1250
013843,P,01,LU,11668,9491,19870903,19961021,19900430,1989,WEGI,WINDSWEPT ENVIRONMENTAL GRP,,12,3,0.5370,0.0080,0.2460,4.5130,0.0000,-0.6090,0.1670,0000814915,USA,7389,0.0620
013843,P,01,LU,11668,9491,19870903,19961021,19910430,1990,WEGI,WINDSWEPT ENVIRONMENTAL GRP,,12,3,0.5060,0.0020,0.3810,8.8120,0.2750,-0.3170,0.8350,0000814915,USA,7389,0.1250
013844,P,01,LU,11661,9482,19870903,19960131,19900831,1990,ETCO,EARTH TECHNOLOGY CORP-USA,,12,3,29.9980,1.3590,14.6310,2.9590,4.6070,2.8640,38.7390,0000819541,USA,8711,4.5000
013844,P,01,LU,11661,9482,19870903,19960131,19910831,1991,ETCO,EARTH TECHNOLOGY CORP-USA,,12,3,27.2970,1.1020,9.6770,2.9560,0.7550,-0.3880,38.2240,0000819541,USA,8711,4.0000
013852,C,01,LU,11676,9499,19870910,19921013,19900630,1990,3WDIN,WEDDINGPAGES INC,,12,3,4.7890,0.0220,3.4510,3.3770,,-0.0300,2.6850,,USA,6794,0.5310
013852,C,01,LU,11676,9499,19870910,19921013,19910630,1991,3WDIN,WEDDINGPAGES INC,,12,3,4.2830,0.2120,2.7690,3.3420,,-0.3570,4.3010,,USA,6794,0.4060
013855,P,01,LU,61990,3614,19820129,19960531,19901231,1990,ITG.1,INTEGRA FINANCIAL CORP,,12,3,7627.0740,,513.1070,24.1420,,121.3620,740.1830,0000831231,USA,,16.0000
013855,P,01,LU,61990,3614,19820129,19960531,19911231,1991,ITG.1,INTEGRA FINANCIAL CORP,,12,3,8846.9180,,556.6930,24.2710,,199.7980,802.3610,0000831231,USA,,30.0000
013863,C,01,LU,78630,26188,19870406,19990226,19900531,1989,GQRF,CONSOL GOLDEN QUAIL RES LTD,,12,3,4.1520,0.2970,3.4900,9.3840,0.0000,-0.3070,0.0010,0000802700,CAN,1311,1.3000
013863,C,01,LU,78630,26188,19870406,19990226,19910531,1990,GQRF,CONSOL GOLDEN QUAIL RES LTD,,12,3,3.2000,0.2870,2.5400,11.1830,0.0000,-0.6010,0.0030,0000802700,CAN,1311,0.7190
013864,P,01,LU,11681,9505,19870916,20060505,19900331,1989,3GXYF,GALAXY NUTRITIONAL FOODS INC,,12,3,6.8090,0.1680,2.2950,4.0160,0.0000,0.7260,21.3430,0000819527,USA,2020,3.1250
013864,P,01,LU,11681,9505,19870916,20060505,19910331,1990,3GXYF,GALAXY NUTRITIONAL FOODS INC,,12,3,6.7460,0.1880,2.1180,4.0260,0.0000,0.2370,20.4580,0000819527,USA,2020,3.8750
013865,C,01,LU,11438,9277,19870619,19920605,19900630,1990,3LGTK,LOGITEK INC,,12,3,3.1790,0.4420,0.8960,1.7120,0.0340,0.4850,5.5090,0000812083,USA,3825,3.4370
013865,C,01,LU,11438,9277,19870619,19920605,19910630,1991,3LGTK,LOGITEK INC,,12,3,3.2910,0.0590,0.7300,3.4240,0.0340,-0.1860,4.6700,0000812083,USA,3825,1.4370
013866,P,01,LU,75172,21014,19870811,20051130,19901231,1990,MYR,MAYORS JEWELERS INC/DE,,12,3,207.4890,5.8600,172.0610,21.2250,3.0250,10.5150,177.2460,0000817946,USA,3911,7.0000
013866,P,01,LU,75172,21014,19870811,20051130,19911231,1991,MYR,MAYORS JEWELERS INC/DE,,12,3,228.8330,4.3880,208.2480,24.3280,30.8980,16.1290,224.2610,0000817946,USA,3911,14.0000
013868,C,01,LU,75102,21813,19870625,19951016,19900630,1990,UNFD,UNIONFED FINANCIAL CORP,,12,3,2482.0000,,136.7290,7.4490,,-29.6520,238.7770,0000802223,USA,,10.0000
013868,C,01,LU,75102,21813,19870625,19951016,19910630,1991,UNFD,UNIONFED FINANCIAL CORP,,12,3,2152.7560,,71.2540,7.4490,,-24.8000,216.6260,0000802223,USA,,1.5000
013870,P,01,LU,11694,9515,19870918,20031118,19900228,1989,CPHJ,CAPITAL PACIFIC HOLDINGS INC,,12,3,594.7590,0.2660,140.1500,13.9800,20.2660,44.2710,315.3730,0000813945,USA,1531,8.6250
013870,P,01,LU,11694,9515,19870918,20031118,19910228,1990,CPHJ,CAPITAL PACIFIC HOLDINGS INC,,12,3,410.9630,0.0320,32.1690,13.9800,0.0000,-98.6280,215.5350,0000813945,USA,1531,1.8750
013873,P,01,LU,11728,9547,19870930,20030214,19901231,1990,MPML,MPM TECHNOLOGIES INC,,12,3,2.1400,0.0100,0.9800,11.0740,0.0000,-0.4770,0.0000,0000799268,USA,1040,0.9370
013873,P,01,LU,11728,9547,19870930,20030214,19911231,1991,MPML,MPM TECHNOLOGIES INC,,12,3,2.0690,0.0030,0.8770,11.3180,0.0000,-0.2270,0.0000,0000799268,USA,1040,1.0000
013878,C,01,LC,11617,9439,19870819,19920709,19901231,1990,TLMD.1,TELEMUNDO GROUP INC  -CL A,,12,3,398.7750,6.2440,100.9870,37.0430,,-0.9450,127.8310,,USA,4833,5.2500
013878,C,01,LC,11617,9439,19870819,19920709,19911231,1991,TLMD.1,TELEMUNDO GROUP INC  -CL A,,12,3,149.0440,6.0590,-174.0140,37.0430,0.0000,-2.9630,134.2580,,USA,4833,0.8750
013891,P,01,LC,86677,7757,19880429,20000601,19900430,1989,CSYI,CIRCUIT SYSTEMS INC,,12,3,24.4190,2.4170,4.1820,5.1430,0.0690,2.6920,37.1810,0000773657,USA,3672,5.8750
013891,P,01,LC,86677,7757,19880429,20000601,19910430,1990,CSYI,CIRCUIT SYSTEMS INC,,12,3,20.6380,1.6700,4.7950,5.1430,0.0280,1.7380,35.5860,0000773657,USA,3672,1.3120
013892,C,01,LU,11695,9516,19871030,19910124,19900731,1990,3CGRDE,COMPONENTGUARD INC,,12,3,6.1700,0.1460,-3.6230,20.9440,0.0000,-3.4070,0.8380,0000818973,USA,7389,0.2810
013894,P,01,LU,11591,9415,19870811,19981231,19900630,1990,EESI.1,EASTN ENVIRONMENT SVC,,12,3,15.5940,2.0420,11.5790,4.2840,0.1470,1.1020,19.2220,0000815272,USA,4955,5.7500
013894,P,01,LU,11591,9415,19870811,19981231,19910630,1991,EESI.1,EASTN ENVIRONMENT SVC,,12,3,19.6400,2.2770,12.3620,4.2780,,2.2130,17.5460,0000815272,USA,4953,4.1250
013896,C,01,LU,11446,9285,19870623,19920804,19900630,1990,3GPAX,GVC VENTURE CORP,,12,3,2.1600,0.0000,1.9900,2.2290,0.0000,-0.6960,0.0000,,USA,9995,0.3750
013896,C,01,LU,11446,9285,19870623,19920804,19910630,1991,3GPAX,GVC VENTURE CORP,,12,3,2.7390,0.2590,1.6060,2.2440,0.0000,-0.4350,3.5440,,USA,3550,0.3750
013899,P,01,LU,75196,21929,19870917,19991029,19901231,1990,WRS.1,WINSTON RESOURCES INC,,12,3,7.1260,0.1250,4.0240,2.8870,0.0790,-2.2250,19.9530,0000815274,USA,7363,0.5000
013899,P,01,LU,75196,21929,19870917,19991029,19911231,1991,WRS.1,WINSTON RESOURCES INC,,12,3,5.1230,0.0170,2.6630,2.8870,0.0740,-1.8350,16.1760,0000815274,USA,7363,0.4370
013901,P,01,LC,11765,9568,19871007,19950327,19900331,1989,SSBG,SOUTHERN STARR BROADCASTG GP,,12,3,7.7740,0.2760,3.3860,1.3380,,-0.0010,7.4850,0000810622,USA,4832,9.2500
013901,P,01,LC,11765,9568,19871007,19950327,19910331,1990,SSBG,SOUTHERN STARR BROADCASTG GP,,12,3,7.7160,0.0500,3.1750,1.3110,,0.8710,6.9340,0000810622,USA,4832,7.0000
013902,P,01,LU,11723,9543,19870929,20010928,19901231,1990,SDRC.1,STRUCTURAL DYNAMICS RESEARCH,,12,3,106.5050,7.4280,68.4410,12.8350,0.0000,18.1490,118.6060,0000820235,USA,7372,25.5000
013902,P,01,LU,11723,9543,19870929,20010928,19911231,1991,SDRC.1,STRUCTURAL DYNAMICS RESEARCH,,12,3,134.3680,10.3860,97.1060,27.0810,0.0000,25.1070,146.3060,0000820235,USA,7372,29.0000
013906,P,01,LU,11775,9576,19871009,E,19900930,1990,JOUT,JOHNSON OUTDOORS INC  -CL A,,12,3,196.1930,7.6500,97.9490,7.8610,,34.5320,265.5420,0000788329,USA,3949,21.2500
013906,P,01,LU,11775,9576,19871009,E,19910930,1991,JOUT,JOHNSON OUTDOORS INC  -CL A,,12,3,233.0610,9.5390,105.8950,7.8870,,32.7260,310.7980,0000788329,USA,3949,24.2500
013907,C,01,LC,11679,9503,19870916,19911219,19901130,1990,CDSJ,MEMORY SCIENCES CORP,,12,3,0.5720,0.0000,0.5400,2.6380,0.0000,-0.7990,0.0000,0000819203,USA,3572,0.6250
013908,C,01,LU,11374,9219,19870602,19910228,19900630,1990,3NTCRA,NETCOR INC  -CL A,,12,3,1.6740,0.0260,-0.0480,5.2080,0.2820,-0.7530,2.4840,0000809060,USA,3678,0.1560
013911,P,01,LU,11708,9527,19870923,19910430,19900131,1989,DPHZ,DATAPHAZ INC,,12,3,21.4350,1.2450,4.9770,3.7500,,-1.2380,106.5520,,USA,5734,1.1250
013911,P,01,LU,11708,9527,19870923,19910430,19910131,1990,DPHZ,DATAPHAZ INC,,12,3,16.0220,0.5420,4.3330,3.7500,,0.2380,71.9210,,USA,5734,1.0000
013914,P,01,LU,11727,9546,19870930,19990114,19900531,1989,3CLCP,CALCOMP TECHNOLOGY INC,,12,3,61.4770,1.2480,34.3150,3.7500,12.8370,4.8870,46.1970,0000818470,USA,3577,13.5000
013914,P,01,LU,11727,9546,19870930,19990114,19910531,1990,3CLCP,CALCOMP TECHNOLOGY INC,,12,3,59.3740,1.3190,39.4020,3.8370,,7.6270,80.6420,0000818470,USA,3577,14.8750
013915,C,01,LU,11737,9556,19871030,19920713,19901231,1990,CIIG,COLOR IMAGING INC,,12,3,12.9600,0.8270,8.6120,5.1930,0.0000,0.3330,30.9060,0000820906,USA,4955,0.8130
013915,C,01,LU,11737,9556,19871030,19920713,19911231,1991,CIIG,COLOR IMAGING INC,,12,3,7.4580,0.1740,4.7620,5.3110,0.0000,-2.2460,20.1210,0000820906,USA,4955,0.5780
013916,C,01,LC,11714,9533,19870924,19950823,19900331,1989,TMTM,THIRD MILLENIUM TELECOMMUN,,12,3,4.0480,0.1450,2.5080,3.0120,0.0000,-0.2090,5.5170,0000818675,USA,5065,0.8120
013916,C,01,LC,11714,9533,19870924,19950823,19910331,1990,TMTM,THIRD MILLENIUM TELECOMMUN,,12,3,3.2040,0.1120,2.1660,2.6120,0.0000,-0.2750,5.1390,0000818675,USA,5065,0.3120
013922,P,01,LU,11642,9463,19870828,20020819,19900630,1990,NTRC,NATURAL RESOURCES USA CORP,,12,3,2.1780,0.7300,0.5750,49.8880,0.0000,-0.2410,0.0530,0000811419,USA,200,0.0620
013922,P,01,LU,11642,9463,19870828,20020819,19910630,1991,NTRC,NATURAL RESOURCES USA CORP,,12,3,1.9410,0.1610,1.0780,72.1450,0.0000,-0.4170,0.0970,0000811419,USA,200,0.0620
013923,C,01,LU,11773,9574,19871009,19970424,19901231,1990,3CODL,CODE-ALARM INC,,12,3,25.2650,1.1030,16.6700,2.5860,3.9520,1.4940,44.5210,0000821509,USA,3669,5.7500
013923,C,01,LU,11773,9574,19871009,19970424,19911231,1991,3CODL,CODE-ALARM INC,,12,3,25.4390,1.1980,15.4390,2.5000,3.3660,0.1570,43.5720,0000821509,USA,3669,5.7500
013924,C,01,LU,11782,9583,19871014,19920630,19901231,1990,FYBR,CRITICAL INDUSTRIES INC,,12,3,10.6190,0.2360,0.4890,5.9920,0.0000,-8.7660,31.3500,0000820739,USA,5190,0.2500
013924,C,01,LU,11782,9583,19871014,19920630,19911231,1991,FYBR,CRITICAL INDUSTRIES INC,,12,3,8.5730,0.0970,0.0580,8.9920,1.7510,-2.1350,17.8790,0000820739,USA,5190,0.1250
013925,P,01,LU,11784,9585,19871019,19950831,19900430,1989,DYNC.1,DYNAMIC CLASSICS LTD,,12,3,9.8520,0.1330,3.8570,1.7090,0.0000,0.2810,22.2980,0000030786,USA,5090,1.0620
013925,P,01,LU,11784,9585,19871019,19950831,19910430,1990,DYNC.1,DYNAMIC CLASSICS LTD,,12,3,11.9670,0.1910,4.2120,1.7190,0.0000,1.3340,25.2660,0000030786,USA,5090,0.8750
013929,P,01,LU,75561,9530,19870923,19960125,19901231,1990,PIED,PIEDMONT MINING CO INC,,12,3,11.7480,2.4780,8.8890,14.3110,0.0000,0.5630,8.7070,0000819517,USA,1040,1.1250
013929,P,01,LU,75561,9530,19870923,19960125,19911231,1991,PIED,PIEDMONT MINING CO INC,,12,3,9.8720,0.1630,6.0820,14.3730,0.0000,-2.7730,4.4630,0000819517,USA,1040,2.2500
013930,P,01,LU,11788,9590,19871027,19920609,19901231,1990,CHIPA,CHIPWICH INC,,12,3,16.1710,0.1770,2.2230,9.5290,1.9750,0.9560,45.1620,0000704175,USA,5140,0.2500
013930,P,01,LU,11788,9590,19871027,19920609,19911231,1991,CHIPA,CHIPWICH INC,,12,3,4.6260,0.1160,1.0840,9.5290,0.0000,-0.0410,4.8300,0000704175,USA,2024,0.3750
013933,P,01,LU,11584,9409,19871130,19901031,19900331,1989,3MCEGE,MCEG STERLING INC,,12,3,,,,,,,,0000812489,USA,7812,2.6250
013937,C,01,LU,11774,9575,19871009,19910819,19901231,1990,3CTIA,COMMUNICATIONS TRANSMISSION,,12,3,468.0460,12.4670,-95.7300,10.3980,225.8430,2.5020,398.7860,0000820285,USA,4813,0.4690
013938,P,01,LU,11767,9570,19871007,19920430,19901231,1990,3INVN,INVITRON CORP,,12,3,7.7900,5.8720,3.5440,15.5760,0.0000,-14.5060,5.1890,0000820413,USA,2836,0.1250
013938,P,01,LU,11767,9570,19871007,19920430,19911231,1991,3INVN,INVITRON CORP,,12,3,1.8470,,1.3400,6.6050,0.0000,,,0000820413,USA,2836,0.0310
013939,P,01,LU,11779,9580,19871015,19941130,19900930,1990,KPTL,KEPTEL INC,,12,3,38.0690,1.8440,19.5950,4.5550,6.9480,3.8870,51.1030,0000819840,USA,3661,4.5000
013939,P,01,LU,11779,9580,19871015,19941130,19910930,1991,KPTL,KEPTEL INC,,12,3,34.2290,1.6180,16.4960,4.6390,6.6140,2.2200,48.5030,0000819840,USA,3661,2.5000
013940,C,01,LC,11781,9582,19871016,20151009,19900331,1989,TIGR.3,TIGERLOGIC CORP,,12,3,2.4170,0.2490,0.8460,2.5160,0.0000,-0.3740,3.9300,0000820738,USA,,
013940,C,01,LC,11781,9582,19871016,20151009,19910331,1990,TIGR.3,TIGERLOGIC CORP,,12,3,3.4030,0.4590,0.3660,2.6750,0.0000,-1.9740,5.1200,0000820738,USA,7372,3.5000
013941,P,01,LU,11761,9566,19871006,20010430,19901231,1990,DS.3,DALLAS SEMICONDUCTOR CORP,,12,3,120.1370,13.8970,97.2440,23.8350,0.0000,18.0860,100.0180,0000749420,USA,3674,6.1250
013941,P,01,LU,11761,9566,19871006,20010430,19911231,1991,DS.3,DALLAS SEMICONDUCTOR CORP,,12,3,129.1700,13.0590,113.3510,24.1710,0.0000,20.4880,103.7640,0000749420,USA,3674,7.8750
013942,C,01,LU,75563,9591,19871027,20030220,19901031,1990,RVEE,HOLIDAY RV SUPERSTORES INC,,12,3,20.8910,0.7440,10.2550,7.3400,0.0000,1.9230,40.7550,0000822076,USA,5500,1.6250
013942,C,01,LU,75563,9591,19871027,20030220,19911031,1991,RVEE,HOLIDAY RV SUPERSTORES INC,,12,3,20.2480,0.0820,9.8750,7.3400,0.0000,0.2820,35.7710,0000822076,USA,5500,1.2810
013943,C,01,LU,11560,9384,19870730,19940622,19900630,1990,NDLQE,NDL PRODUCTS INC,,12,3,6.5730,0.1560,2.1790,2.6390,0.8850,-0.1110,8.4260,0000814930,USA,3842,1.4370
013943,C,01,LU,11560,9384,19870730,19940622,19910630,1991,NDLQE,NDL PRODUCTS INC,,12,3,6.9220,0.0630,2.6540,2.6410,0.8610,1.0220,10.1880,0000814930,USA,3842,2.0000
013945,C,01,LU,11778,9579,19871014,19910610,19900331,1989,3TEMK,TEMPEST TECHNOLOGIES INC,,12,3,11.1640,0.3680,9.0210,8.0130,0.0000,-1.7850,7.2450,0000821126,USA,3571,0.9370
013945,C,01,LU,11778,9579,19871014,19910610,19910331,1990,3TEMK,TEMPEST TECHNOLOGIES INC,,12,3,3.9170,,,8.0450,0.0000,-1.7740,6.4220,0000821126,USA,3571,0.1870
013947,P,01,LU,11749,9489,19870904,19940331,19901231,1990,EQXXF,EQUINOX RESOURCES LTD,,12,3,22.4700,,6.6750,10.6500,0.0000,-11.3180,16.7120,0000806084,CAN,1040,0.4370
013947,P,01,LU,11749,9489,19870904,19940331,19911231,1991,EQXXF,EQUINOX RESOURCES LTD,,12,3,16.1360,,3.2010,10.6510,0.0000,-3.0900,21.2620,0000806084,CAN,1040,0.1560
013958,C,01,LU,75166,20829,19870812,19910531,19901231,1990,GDM.3,GOLDOME BUFFALO NY,,12,3,11310.8980,,92.6440,28.1150,,,,0000858448,USA,,0.3440
013963,P,01,LU,75233,21100,19871008,E,19900331,1989,VGR,VECTOR GROUP LTD,,12,3,237.1910,4.1070,94.7760,24.0000,,49.8640,437.1560,0000059440,USA,2111,11.2500
013963,P,01,LU,75233,21100,19871008,E,19901231,1990,VGR,VECTOR GROUP LTD,,12,3,717.8160,18.0370,-157.3670,3.1760,160.9720,63.2880,959.2740,0000059440,USA,2111,8.8750
013963,P,01,LU,75233,21100,19871008,E,19911231,1991,VGR,VECTOR GROUP LTD,,12,3,581.2520,15.9570,-338.3490,22.9420,154.2300,-33.2230,999.3500,0000059440,USA,2111,5.8750
013976,P,01,LU,11678,9501,19870911,20040331,19901231,1990,RNBO,RAINBOW TECHNOLOGIES INC,,12,3,9.3840,0.9130,8.6190,3.6800,0.0000,2.8450,13.6760,0000819706,USA,3577,6.5000
013976,P,01,LU,11678,9501,19870911,20040331,19911231,1991,RNBO,RAINBOW TECHNOLOGIES INC,,12,3,27.3960,1.2370,25.0400,4.7900,0.0000,4.7490,18.9450,0000819706,USA,3577,23.2500
013977,P,01,LU,76897,9949,19880929,19941130,19901231,1990,VMOZE,BANYAN MTG INVEST  -LP III,,12,3,45.1890,0.0000,30.4090,11.2570,0.0000,-38.6710,5.7120,0000802678,USA,6799,0.6870
013977,P,01,LU,76897,9949,19880929,19941130,19911231,1991,VMOZE,BANYAN MTG INVEST  -LP III,,12,3,30.6160,0.0000,28.0240,11.2570,0.0000,-3.5150,1.5250,0000802678,USA,6512,0.3120
013986,P,01,LU,75051,20547,19870629,19920430,19901231,1990,CYC.1,CYCLOPS INDUSTRIES INC,,12,3,502.2810,23.5830,71.2050,7.0620,0.0000,30.6730,1199.2410,0000202646,USA,3312,11.2500
013986,P,01,LU,75051,20547,19870629,19920430,19911231,1991,CYC.1,CYCLOPS INDUSTRIES INC,,12,2,458.6460,16.1960,30.2870,7.1150,0.0000,-2.4350,1056.4590,0000202646,USA,3312,19.2500
013988,P,01,LC,75186,21578,19870922,E,19901231,1990,SCHW,SCHWAB (CHARLES) CORP,,12,3,4187.9890,19.3470,154.1360,24.4350,0.0000,45.0060,625.8900,0000316709,USA,6211,11.3750
013988,P,01,LC,75186,21578,19870922,E,19911231,1991,SCHW,SCHWAB (CHARLES) CORP,,12,3,5025.9300,27.4230,199.8070,38.5090,0.0000,107.6550,795.1850,0000316709,USA,6211,30.3750
013999,P,01,LU,11718,9537,19870925,19931231,19901231,1990,UNTH,UNITED THERMAL CORP,,12,3,182.7840,13.1400,62.3440,14.4000,0.0000,3.4740,114.9490,0000820411,USA,4961,1.1250
013999,P,01,LU,11718,9537,19870925,19931231,19911231,1991,UNTH,UNITED THERMAL CORP,,12,3,165.9390,11.0000,56.0050,14.4000,0.0000,11.1780,118.5030,0000820411,USA,4961,1.3120
014000,C,01,LU,11724,9544,19870929,19910313,19900331,1989,3FLQD,FI LIQUIDATING CO INC,,12,3,83.7200,0.7400,-6.8330,9.2810,,-14.5920,171.3330,0000820095,USA,3672,1.1250
014001,P,01,LU,11534,9361,19870722,19990831,19901231,1990,LABS.3,LABONE INC-OLD,,12,3,66.5040,4.8440,58.3910,12.9010,2.7010,22.0820,80.7690,0000816151,USA,8071,9.7500
014001,P,01,LU,11534,9361,19870722,19990831,19911231,1991,LABS.3,LABONE INC-OLD,,12,3,78.6360,2.2130,69.3550,12.9010,2.4770,21.0170,75.7390,0000816151,USA,8071,15.2500
014002,P,01,LC,11614,9437,19870818,20011105,19900331,1989,3NRCNA,NORTHLAND CRANBERRIES  -CL A,,12,3,46.0560,3.4020,14.7310,2.7250,0.4680,3.5170,8.5960,0000818010,USA,100,6.5000
014002,P,01,LC,11614,9437,19870818,20011105,19910331,1990,3NRCNA,NORTHLAND CRANBERRIES  -CL A,,12,3,53.5240,6.9780,15.6320,2.8250,0.4560,2.8540,9.2560,0000818010,USA,100,7.0000
014004,C,01,LU,11101,8965,19870211,19910116,19901231,1990,3WVMT,WAVEMAT INC,,12,3,1.1520,0.2070,-0.9150,1.4060,0.0000,-1.1500,2.1710,0000803957,USA,3559,0.5000
014005,P,01,LC,11590,9414,19870811,19990708,19900331,1989,NMFG,NATIONAL MFG TECHNOLOGIES,,12,3,10.7740,0.2550,5.3960,6.6470,0.0000,-2.1180,16.2080,0000814427,USA,3579,0.4370
014005,P,01,LC,11590,9414,19870811,19990708,19910331,1990,NMFG,NATIONAL MFG TECHNOLOGIES,,12,3,5.1060,0.2330,2.4500,6.6470,0.0000,-3.4270,10.0940,0000814427,USA,3579,0.0940
014007,P,01,LC,75179,21266,19870911,19991006,19900731,1990,1641B,NEIMAN MARCUS GROUP INC,,12,3,1026.9200,76.9280,-25.6720,32.6840,28.7120,81.8780,1715.8330,0001644147,USA,5311,16.1250
014007,P,01,LC,75179,21266,19870911,19991006,19910731,1991,1641B,NEIMAN MARCUS GROUP INC,,12,3,1072.1970,96.7870,-20.3040,34.5030,27.7680,71.1810,1772.5430,0001644147,USA,5311,16.3750
014009,C,01,LC,11673,9496,19870908,19950426,19900331,1989,SITN,SITI-SITES.COM INC,,12,3,4.6280,0.1570,0.4820,38.2020,0.0000,-1.5260,18.8110,0000812551,USA,3661,1.6560
014009,C,01,LC,11673,9496,19870908,19950426,19910331,1990,SITN,SITI-SITES.COM INC,,12,3,4.4050,0.1890,-2.0460,38.2020,0.0000,-1.7170,17.4960,0000812551,USA,5045,1.0620
014014,P,01,LU,11184,9032,19870318,19960131,19901231,1990,MCU.1,MAGMA COPPER CO,,12,3,1004.2160,54.3580,534.2330,29.1290,0.0000,150.9200,767.3240,0000061425,USA,3330,4.6250
014014,P,01,LU,11184,9032,19870318,19960131,19911231,1991,MCU.1,MAGMA COPPER CO,,12,3,1015.9190,77.1720,409.0680,30.1500,0.0000,77.6720,724.8090,0000061425,USA,3330,5.8750
014016,C,01,LU,75244,21655,19871009,20050516,19901231,1990,GMLI,MAGIC LANTERN GROUP INC,,12,3,31.2180,0.1350,22.2990,4.0660,2.3310,0.9940,83.2120,0000811933,USA,2320,1.7500
014016,C,01,LU,75244,21655,19871009,20050516,19911231,1991,GMLI,MAGIC LANTERN GROUP INC,,12,3,32.7410,0.1970,23.1620,4.0630,2.2230,2.6500,67.8170,0000811933,USA,2320,3.1250
014017,C,01,LC,11811,9619,19871127,20011018,19901031,1990,CAON,CHANG-ON INTERNATIONAL INC,,12,3,4.1370,0.0340,4.1640,14.2070,0.0000,-1.7410,0.0000,0000042136,USA,1040,1.1870
014017,C,01,LC,11811,9619,19871127,20011018,19911031,1991,CAON,CHANG-ON INTERNATIONAL INC,,12,3,3.5770,0.0010,3.4550,14.7120,0.0000,-0.9580,0.0000,0000042136,USA,1040,1.0000
014018,C,01,LC,78646,26201,19870917,19940511,19900731,1990,QZMRF,QUARTZ MOUNTAIN RESOURCES,,12,3,13.8190,0.8050,13.5930,25.7110,0.0000,-1.3760,0.0000,0000811522,CAN,1040,0.2810
014018,C,01,LC,78646,26201,19870917,19940511,19910731,1991,QZMRF,QUARTZ MOUNTAIN RESOURCES,,12,3,13.0750,0.0590,12.8150,25.7610,0.0000,-0.6300,0.0000,0000811522,CAN,1040,0.0310
014019,C,01,LC,11563,9387,19870731,19910703,19900331,1989,TLNT,TELENETICS CORP,,12,3,3.0410,0.0620,1.7700,7.7370,,-1.8370,2.3900,0000810018,USA,3661,1.6250
014019,C,01,LC,11563,9387,19870731,19910703,19910331,1990,TLNT,TELENETICS CORP,,12,3,,,,,,,,0000810018,USA,3661,0.1870
014027,P,01,LU,11809,9616,19871124,E,19900228,1989,CLH,CLEAN HARBORS INC,,12,3,157.9370,11.9940,59.3310,8.9980,,4.9940,131.4410,0000822818,USA,4955,7.0000
014027,P,01,LU,11809,9616,19871124,E,19910228,1990,CLH,CLEAN HARBORS INC,,12,3,135.8810,5.3000,46.7760,9.0040,,12.5860,142.9060,0000822818,USA,4955,10.0000
014027,P,01,LU,11809,9616,19871124,E,19911231,1991,CLH,CLEAN HARBORS INC,,10,3,138.8440,9.5310,50.7870,9.0840,,11.0950,127.4730,0000822818,USA,4955,11.2500
